'Elapsed time','ECG I','ECG I filtered'
7.012,-0.040,-0.065
7.014,-0.100,-0.070
7.016,-0.125,-0.070
7.018,-0.170,-0.065
7.020,-0.140,-0.055
7.022,-0.025,-0.045
7.024,0.050,-0.035
7.026,0.095,-0.025
7.028,0.100,-0.020
7.030,0.080,-0.015
7.032,-0.005,-0.015
7.034,-0.080,-0.020
7.036,-0.095,-0.030
7.038,-0.095,-0.035
7.040,-0.125,-0.045
7.042,-0.035,-0.050
7.044,0.025,-0.050
7.046,0.050,-0.045
7.048,0.100,-0.040
7.050,0.030,-0.035
7.052,-0.020,-0.030
7.054,-0.040,-0.025
7.056,-0.080,-0.020
7.058,-0.110,-0.025
7.060,-0.100,-0.025
7.062,-0.040,-0.030
7.064,0.035,-0.035
7.066,0.090,-0.040
7.068,0.105,-0.040
7.070,0.035,-0.035
7.072,-0.030,-0.030
7.074,-0.045,-0.025
7.076,-0.105,-0.020
7.078,-0.125,-0.015
7.080,-0.090,-0.020
7.082,0.010,-0.020
7.084,0.040,-0.030
7.086,0.075,-0.035
7.088,0.105,-0.035
7.090,0.080,-0.035
7.092,0.020,-0.030
7.094,-0.030,-0.020
7.096,-0.110,-0.005
7.098,-0.055,0.010
7.100,-0.025,0.020
7.102,0.015,0.025
7.104,0.065,0.025
7.106,0.100,0.020
7.108,0.135,0.010
7.110,0.090,0.000
7.112,0.005,-0.010
7.114,-0.060,-0.015
7.116,-0.085,-0.015
7.118,-0.070,-0.005
7.120,-0.050,0.005
7.122,0.030,0.015
7.124,0.040,0.025
7.126,0.175,0.035
7.128,0.180,0.035
7.130,0.155,0.035
7.132,0.030,0.025
7.134,0.005,0.020
7.136,-0.110,0.015
7.138,-0.070,0.015
7.140,-0.055,0.015
7.142,0.035,0.015
7.144,0.085,0.020
7.146,0.190,0.020
7.148,0.145,0.020
7.150,0.085,0.015
7.152,-0.020,0.010
7.154,-0.050,0.005
7.156,-0.105,-0.005
7.158,-0.080,-0.010
7.160,-0.055,-0.015
7.162,0.015,-0.020
7.164,0.060,-0.025
7.166,0.120,-0.025
7.168,0.075,-0.035
7.170,-0.015,-0.040
7.172,-0.025,-0.045
7.174,-0.035,-0.050
7.176,-0.180,-0.055
7.178,-0.155,-0.050
7.180,-0.110,-0.045
7.182,0.020,-0.040
7.184,0.050,-0.030
7.186,0.130,-0.020
7.188,0.075,-0.020
7.190,0.075,-0.020
7.192,-0.015,-0.020
7.194,-0.055,-0.025
7.196,-0.150,-0.030
7.198,-0.130,-0.035
7.200,-0.050,-0.040
7.202,0.000,-0.040
7.204,0.030,-0.040
7.206,0.120,-0.040
7.208,0.045,-0.040
7.210,0.015,-0.045
7.212,-0.070,-0.055
7.214,-0.080,-0.060
7.216,-0.175,-0.065
7.218,-0.130,-0.070
7.220,-0.080,-0.065
7.222,-0.005,-0.055
7.224,0.030,-0.045
7.226,0.155,-0.035
7.228,0.065,-0.030
7.230,0.060,-0.030
7.232,-0.085,-0.040
7.234,-0.165,-0.055
7.236,-0.195,-0.075
7.238,-0.205,-0.095
7.240,-0.120,-0.100
7.242,-0.010,-0.095
7.244,0.005,-0.070
7.246,0.100,-0.030
7.248,0.145,0.035
7.250,0.215,0.110
7.252,0.185,0.195
7.254,0.265,0.280
7.256,0.275,0.360
7.258,0.355,0.430
7.260,0.465,0.485
7.262,0.680,0.520
7.264,0.685,0.525
7.266,0.695,0.505
7.268,0.510,0.460
7.270,0.380,0.390
7.272,0.290,0.305
7.274,0.130,0.205
7.276,-0.015,0.100
7.278,-0.090,-0.005
7.280,-0.145,-0.095
7.282,-0.195,-0.165
7.284,-0.175,-0.215
7.286,-0.085,-0.245
7.288,-0.175,-0.255
7.290,-0.155,-0.250
7.292,-0.195,-0.230
7.294,-0.270,-0.210
7.296,-0.340,-0.180
7.298,-0.300,-0.155
7.300,-0.120,-0.135
7.302,-0.045,-0.115
7.304,0.020,-0.095
7.306,0.090,-0.080
7.308,0.100,-0.070
7.310,0.040,-0.055
7.312,-0.030,-0.050
7.314,-0.100,-0.045
7.316,-0.130,-0.040
7.318,-0.120,-0.040
7.320,-0.065,-0.040
7.322,0.045,-0.040
7.324,0.060,-0.040
7.326,0.105,-0.035
7.328,0.040,-0.030
7.330,0.050,-0.025
7.332,-0.040,-0.020
7.334,-0.105,-0.015
7.336,-0.145,-0.010
7.338,-0.135,-0.010
7.340,-0.025,-0.015
7.342,0.080,-0.015
7.344,0.080,-0.020
7.346,0.170,-0.020
7.348,0.135,-0.020
7.350,-0.005,-0.015
7.352,-0.075,-0.010
7.354,-0.095,-0.005
7.356,-0.115,0.000
7.358,-0.100,0.005
7.360,0.030,0.005
7.362,0.060,0.000
7.364,0.100,-0.005
7.366,0.110,-0.010
7.368,0.065,-0.015
7.370,-0.015,-0.015
7.372,-0.030,-0.015
7.374,-0.125,-0.015
7.376,-0.110,-0.010
7.378,-0.080,-0.005
7.380,0.025,0.000
7.382,0.095,0.005
7.384,0.165,0.010
7.386,0.145,0.020
7.388,0.115,0.025
7.390,0.020,0.025
7.392,0.000,0.030
7.394,-0.065,0.030
7.396,-0.085,0.025
7.398,-0.065,0.020
7.400,0.005,0.005
7.402,0.055,-0.005
7.404,0.140,-0.020
7.406,0.095,-0.030
7.408,0.075,-0.035
7.410,0.010,-0.035
7.412,-0.030,-0.025
7.414,-0.120,-0.010
7.416,-0.085,0.005
7.418,-0.065,0.025
7.420,0.070,0.040
7.422,0.150,0.055
7.424,0.175,0.055
7.426,0.155,0.055
7.428,0.140,0.045
7.430,0.050,0.035
7.432,-0.005,0.025
7.434,-0.080,0.020
7.436,-0.065,0.015
7.438,-0.025,0.015
7.440,0.075,0.020
7.442,0.075,0.025
7.444,0.180,0.030
7.446,0.155,0.035
7.448,0.110,0.040
7.450,0.025,0.045
7.452,0.015,0.050
7.454,-0.035,0.060
7.456,-0.045,0.065
7.458,0.035,0.075
7.460,0.090,0.080
7.462,0.140,0.085
7.464,0.225,0.090
7.466,0.225,0.085
7.468,0.155,0.085
7.470,0.070,0.080
7.472,0.035,0.075
7.474,-0.070,0.075
7.476,-0.025,0.080
7.478,0.085,0.085
7.480,0.150,0.095
7.482,0.215,0.110
7.484,0.230,0.120
7.486,0.240,0.130
7.488,0.235,0.140
7.490,0.195,0.145
7.492,0.145,0.150
7.494,0.040,0.155
7.496,0.065,0.160
7.498,0.130,0.165
7.500,0.185,0.175
7.502,0.215,0.185
7.504,0.355,0.195
7.506,0.320,0.200
7.508,0.260,0.205
7.510,0.180,0.205
7.512,0.165,0.205
7.514,0.080,0.200
7.516,0.095,0.195
7.518,0.185,0.195
7.520,0.230,0.190
7.522,0.280,0.195
7.524,0.335,0.195
7.526,0.320,0.200
7.528,0.255,0.200
7.530,0.200,0.205
7.532,0.165,0.200
7.534,0.090,0.200
7.536,0.110,0.195
7.538,0.180,0.190
7.540,0.235,0.185
7.542,0.260,0.180
7.544,0.265,0.170
7.546,0.350,0.165
7.548,0.185,0.160
7.550,0.115,0.155
7.552,0.110,0.145
7.554,0.015,0.135
7.556,0.010,0.125
7.558,0.085,0.115
7.560,0.155,0.105
7.562,0.215,0.095
7.564,0.275,0.090
7.566,0.190,0.080
7.568,0.085,0.070
7.570,0.055,0.065
7.572,-0.025,0.055
7.574,-0.115,0.045
7.576,-0.060,0.040
7.578,0.060,0.030
7.580,0.065,0.025
7.582,0.135,0.020
7.584,0.200,0.015
7.586,0.150,0.010
7.588,0.025,0.005
7.590,-0.030,0.000
7.592,-0.070,-0.005
7.594,-0.170,-0.010
7.596,-0.125,-0.020
7.598,-0.005,-0.025
7.600,0.045,-0.030
7.602,0.085,-0.030
7.604,0.120,-0.030
7.606,0.085,-0.030
7.608,0.045,-0.030
7.610,-0.070,-0.030
7.612,-0.100,-0.030
7.614,-0.170,-0.035
7.616,-0.140,-0.040
7.618,-0.045,-0.045
7.620,0.050,-0.050
7.622,0.085,-0.055
7.624,0.070,-0.060
7.626,0.030,-0.065
7.628,-0.015,-0.065
7.630,-0.105,-0.060
7.632,-0.165,-0.055
7.634,-0.135,-0.050
7.636,-0.130,-0.045
7.638,-0.030,-0.045
7.640,0.020,-0.040
7.642,0.070,-0.035
7.644,0.140,-0.035
7.646,0.075,-0.030
7.648,0.025,-0.025
7.650,-0.055,-0.025
7.652,-0.115,-0.020
7.654,-0.170,-0.020
7.656,-0.170,-0.025
7.658,0.010,-0.025
7.660,0.030,-0.035
7.662,0.110,-0.040
7.664,0.080,-0.045
7.666,0.075,-0.050
7.668,0.010,-0.050
7.670,-0.040,-0.045
7.672,-0.190,-0.040
7.674,-0.130,-0.035
7.676,-0.080,-0.025
7.678,-0.010,-0.020
7.680,0.035,-0.020
7.682,0.080,-0.025
7.684,0.075,-0.030
7.686,0.065,-0.040
7.688,-0.040,-0.050
7.690,-0.070,-0.055
7.692,-0.210,-0.060
7.694,-0.130,-0.065
7.696,-0.115,-0.060
7.698,-0.060,-0.060
7.700,0.040,-0.050
7.702,0.120,-0.045
7.704,0.080,-0.040
7.706,0.050,-0.040
7.708,-0.065,-0.040
7.710,-0.080,-0.040
7.712,-0.140,-0.045
7.714,-0.150,-0.050
7.716,-0.100,-0.055
7.718,-0.010,-0.060
7.720,0.020,-0.060
7.722,0.075,-0.060
7.724,0.050,-0.060
7.726,0.030,-0.055
7.728,-0.060,-0.050
7.730,-0.095,-0.045
7.732,-0.170,-0.040
7.734,-0.125,-0.030
7.736,-0.075,-0.025
7.738,-0.010,-0.020
7.740,0.020,-0.015
7.742,0.125,-0.010
7.744,0.125,-0.010
7.746,0.035,-0.010
7.748,0.015,-0.010
7.750,-0.070,-0.010
7.752,-0.150,-0.015
7.754,-0.095,-0.020
7.756,-0.085,-0.025
7.758,-0.010,-0.025
7.760,0.075,-0.030
7.762,0.110,-0.030
7.764,0.080,-0.030
7.766,0.040,-0.025
7.768,-0.045,-0.020
7.770,-0.070,-0.020
7.772,-0.145,-0.015
7.774,-0.090,-0.015
7.776,-0.060,-0.010
7.778,-0.005,-0.015
7.780,0.030,-0.015
7.782,0.140,-0.020
7.784,0.060,-0.025
7.786,0.010,-0.025
7.788,-0.015,-0.030
7.790,-0.085,-0.030
7.792,-0.135,-0.035
7.794,-0.160,-0.035
7.796,-0.095,-0.035
7.798,-0.010,-0.040
7.800,0.000,-0.045
7.802,0.165,-0.045
7.804,0.065,-0.050
7.806,-0.025,-0.050
7.808,-0.065,-0.050
7.810,-0.095,-0.050
7.812,-0.150,-0.045
7.814,-0.125,-0.035
7.816,-0.065,-0.025
7.818,0.015,-0.015
7.820,0.040,-0.010
7.822,0.135,-0.005
7.824,0.115,-0.005
7.826,0.085,-0.005
7.828,-0.030,-0.010
7.830,-0.065,-0.020
7.832,-0.170,-0.025
7.834,-0.125,-0.025
7.836,-0.035,-0.025
7.838,0.010,-0.020
7.840,0.060,-0.015
7.842,0.125,-0.010
7.844,0.085,-0.010
7.846,0.015,-0.010
7.848,-0.010,-0.015
7.850,-0.090,-0.025
7.852,-0.185,-0.035
7.854,-0.150,-0.050
7.856,-0.125,-0.055
7.858,0.015,-0.060
7.860,0.080,-0.060
7.862,0.080,-0.055
7.864,0.075,-0.045
7.866,0.035,-0.040
7.868,-0.100,-0.030
7.870,-0.095,-0.025
7.872,-0.155,-0.025
7.874,-0.125,-0.030
7.876,-0.075,-0.035
7.878,0.020,-0.040
7.880,0.065,-0.045
7.882,0.115,-0.045
7.884,0.060,-0.045
7.886,-0.060,-0.045
7.888,-0.080,-0.045
7.890,-0.140,-0.040
7.892,-0.150,-0.040
7.894,-0.135,-0.040
7.896,-0.045,-0.040
7.898,0.050,-0.040
7.900,0.060,-0.040
7.902,0.090,-0.035
7.904,0.100,-0.030
7.906,0.060,-0.015
7.908,-0.075,-0.005
7.910,-0.055,0.005
7.912,-0.135,0.010
7.914,-0.120,0.015
7.916,-0.005,0.015
7.918,0.070,0.010
7.920,0.090,0.000
7.922,0.095,-0.010
7.924,0.070,-0.020
7.926,0.020,-0.025
7.928,-0.070,-0.030
7.930,-0.135,-0.035
7.932,-0.155,-0.040
7.934,-0.120,-0.040
7.936,-0.065,-0.040
7.938,0.010,-0.045
7.940,0.065,-0.045
7.942,0.095,-0.045
7.944,0.045,-0.050
7.946,-0.060,-0.050
7.948,-0.075,-0.050
7.950,-0.135,-0.045
7.952,-0.155,-0.045
7.954,-0.150,-0.040
7.956,-0.040,-0.035
7.958,0.020,-0.030
7.960,0.100,-0.030
7.962,0.100,-0.030
7.964,0.045,-0.035
7.966,-0.040,-0.035
7.968,-0.085,-0.040
7.970,-0.205,-0.040
7.972,-0.125,-0.045
7.974,-0.120,-0.045
7.976,-0.035,-0.040
7.978,0.070,-0.040
7.980,0.080,-0.035
7.982,0.075,-0.030
7.984,0.075,-0.030
7.986,-0.035,-0.025
7.988,-0.095,-0.025
7.990,-0.175,-0.025
7.992,-0.130,-0.025
7.994,-0.050,-0.025
7.996,-0.025,-0.020
7.998,0.095,-0.020
8.000,0.110,-0.015
8.002,0.090,-0.010
8.004,0.050,-0.010
8.006,-0.050,-0.010
8.008,-0.060,-0.015
8.010,-0.145,-0.020
8.012,-0.160,-0.025
8.014,-0.085,-0.035
8.016,-0.030,-0.040
8.018,0.055,-0.045
8.020,0.125,-0.045
8.022,0.060,-0.045
8.024,0.035,-0.040
8.026,-0.035,-0.035
8.028,-0.060,-0.035
8.030,-0.130,-0.030
8.032,-0.170,-0.035
8.034,-0.165,-0.040
8.036,-0.085,-0.050
8.038,0.000,-0.055
8.040,0.095,-0.060
8.042,0.085,-0.060
8.044,0.020,-0.060
8.046,-0.035,-0.055
8.048,-0.100,-0.045
8.050,-0.190,-0.035
8.052,-0.120,-0.025
8.054,-0.095,-0.020
8.056,0.020,-0.020
8.058,0.015,-0.025
8.060,0.055,-0.030
8.062,0.090,-0.040
8.064,0.035,-0.045
8.066,-0.065,-0.055
8.068,-0.130,-0.055
8.070,-0.155,-0.055
8.072,-0.135,-0.050
8.074,-0.055,-0.040
8.076,0.025,-0.035
8.078,0.045,-0.025
8.080,0.110,-0.025
8.082,0.055,-0.025
8.084,-0.025,-0.030
8.086,-0.085,-0.040
8.088,-0.055,-0.045
8.090,-0.190,-0.050
8.092,-0.175,-0.055
8.094,-0.090,-0.050
8.096,0.030,-0.050
8.098,0.025,-0.040
8.100,0.105,-0.035
8.102,0.110,-0.030
8.104,0.010,-0.030
8.106,-0.100,-0.035
8.108,-0.120,-0.045
8.110,-0.230,-0.060
8.112,-0.170,-0.065
8.114,-0.110,-0.075
8.116,-0.005,-0.075
8.118,-0.015,-0.065
8.120,0.120,-0.055
8.122,0.100,-0.035
8.124,0.030,-0.020
8.126,-0.065,-0.010
8.128,-0.155,-0.005
8.130,-0.195,-0.010
8.132,-0.115,-0.020
8.134,-0.060,-0.035
8.136,-0.010,-0.050
8.138,0.020,-0.060
8.140,0.085,-0.065
8.142,0.070,-0.060
8.144,-0.010,-0.045
8.146,-0.085,-0.025
8.148,-0.025,-0.005
8.150,-0.135,0.020
8.152,-0.060,0.035
8.154,-0.005,0.045
8.156,0.045,0.050
8.158,0.115,0.045
8.160,0.125,0.035
8.162,0.105,0.020
8.164,0.065,0.010
8.166,-0.025,0.000
8.168,-0.090,-0.005
8.170,-0.145,-0.005
8.172,-0.110,0.000
8.174,-0.055,0.005
8.176,0.045,0.010
8.178,0.100,0.015
8.180,0.085,0.020
8.182,0.185,0.020
8.184,0.070,0.025
8.186,-0.045,0.020
8.188,-0.075,0.020
8.190,-0.115,0.015
8.192,-0.070,0.010
8.194,-0.040,0.005
8.196,0.010,0.000
8.198,0.085,-0.005
8.200,0.110,-0.015
8.202,0.060,-0.020
8.204,-0.010,-0.030
8.206,-0.085,-0.040
8.208,-0.150,-0.050
8.210,-0.200,-0.060
8.212,-0.195,-0.065
8.214,-0.115,-0.070
8.216,-0.005,-0.065
8.218,0.095,-0.060
8.220,0.090,-0.050
8.222,0.045,-0.035
8.224,0.010,-0.020
8.226,-0.045,-0.005
8.228,-0.090,0.005
8.230,-0.120,0.005
8.232,-0.105,0.000
8.234,-0.035,-0.015
8.236,0.005,-0.030
8.238,0.015,-0.040
8.240,0.085,-0.050
8.242,0.045,-0.055
8.244,-0.065,-0.050
8.246,-0.075,-0.045
8.248,-0.150,-0.030
8.250,-0.130,-0.020
8.252,-0.115,-0.015
8.254,-0.055,-0.010
8.256,-0.015,-0.015
8.258,0.110,-0.025
8.260,0.105,-0.035
8.262,0.020,-0.045
8.264,-0.060,-0.055
8.266,-0.115,-0.060
8.268,-0.190,-0.065
8.270,-0.180,-0.070
8.272,-0.160,-0.075
8.274,-0.105,-0.080
8.276,-0.060,-0.090
8.278,-0.005,-0.100
8.280,-0.005,-0.105
8.282,-0.050,-0.105
8.284,-0.085,-0.090
8.286,-0.145,-0.055
8.288,-0.130,0.000
8.290,-0.030,0.070
8.292,0.105,0.155
8.294,0.300,0.245
8.296,0.385,0.335
8.298,0.545,0.415
8.300,0.650,0.475
8.302,0.670,0.510
8.304,0.535,0.515
8.306,0.480,0.495
8.308,0.265,0.450
8.310,0.190,0.385
8.312,0.230,0.305
8.314,0.265,0.215
8.316,0.205,0.120
8.318,0.155,0.025
8.320,0.035,-0.060
8.322,-0.185,-0.135
8.324,-0.265,-0.195
8.326,-0.315,-0.235
8.328,-0.395,-0.260
8.330,-0.395,-0.270
8.332,-0.330,-0.265
8.334,-0.200,-0.245
8.336,-0.195,-0.220
8.338,-0.025,-0.185
8.340,0.000,-0.155
8.342,-0.070,-0.125
8.344,-0.175,-0.105
8.346,-0.165,-0.085
8.348,-0.240,-0.075
8.350,-0.155,-0.065
8.352,-0.125,-0.065
8.354,0.015,-0.060
8.356,-0.010,-0.055
8.358,0.070,-0.050
8.360,0.095,-0.045
8.362,0.000,-0.040
8.364,-0.030,-0.030
8.366,-0.075,-0.020
8.368,-0.180,-0.015
8.370,-0.115,-0.015
8.372,-0.090,-0.015
8.374,0.030,-0.015
8.376,0.035,-0.015
8.378,0.090,-0.015
8.380,0.095,-0.015
8.382,0.045,-0.010
8.384,-0.055,-0.005
8.386,-0.075,-0.005
8.388,-0.155,0.000
8.390,-0.150,0.000
8.392,-0.040,-0.005
8.394,0.030,-0.010
8.396,0.035,-0.015
8.398,0.065,-0.025
8.400,0.065,-0.030
8.402,0.025,-0.035
8.404,-0.045,-0.035
8.406,-0.060,-0.030
8.408,-0.190,-0.025
8.410,-0.130,-0.015
8.412,-0.050,-0.010
8.414,0.015,0.000
8.416,0.050,0.005
8.418,0.130,0.005
8.420,0.080,0.000
8.422,0.030,-0.005
8.424,-0.055,-0.010
8.426,-0.095,-0.015
8.428,-0.150,-0.015
8.430,-0.170,-0.015
8.432,-0.030,-0.010
8.434,0.070,-0.005
8.436,0.010,0.005
8.438,0.170,0.010
8.440,0.120,0.020
8.442,0.080,0.025
8.444,0.040,0.030
8.446,-0.065,0.030
8.448,-0.105,0.025
8.450,-0.060,0.020
8.452,-0.070,0.015
8.454,0.020,0.010
8.456,0.065,0.000
8.458,0.165,-0.005
8.460,0.155,-0.005
8.462,0.015,-0.005
8.464,-0.065,0.000
8.466,-0.040,0.005
8.468,-0.175,0.015
8.470,-0.070,0.020
8.472,-0.005,0.025
8.474,0.070,0.025
8.476,0.130,0.030
8.478,0.180,0.030
8.480,0.115,0.030
8.482,0.030,0.035
8.484,-0.015,0.035
8.486,-0.045,0.040
8.488,-0.055,0.045
8.490,-0.040,0.050
8.492,0.025,0.050
8.494,0.085,0.055
8.496,0.130,0.050
8.498,0.155,0.050
8.500,0.105,0.050
8.502,0.065,0.050
8.504,0.035,0.055
8.506,-0.025,0.065
8.508,-0.015,0.075
8.510,-0.025,0.090
8.512,0.095,0.100
8.514,0.125,0.115
8.516,0.200,0.125
8.518,0.260,0.130
8.520,0.235,0.130
8.522,0.120,0.130
8.524,0.085,0.130
8.526,0.015,0.125
8.528,0.000,0.125
8.530,0.015,0.125
8.532,0.125,0.130
8.534,0.175,0.135
8.536,0.245,0.145
8.538,0.280,0.150
8.540,0.220,0.160
8.542,0.205,0.170
8.544,0.160,0.180
8.546,0.075,0.190
8.548,0.075,0.195
8.550,0.130,0.200
8.552,0.175,0.200
8.554,0.245,0.200
8.556,0.310,0.200
8.558,0.305,0.200
8.560,0.320,0.200
8.562,0.180,0.195
8.564,0.120,0.200
8.566,0.060,0.200
8.568,0.120,0.205
8.570,0.135,0.210
8.572,0.210,0.215
8.574,0.240,0.220
8.576,0.345,0.220
8.578,0.325,0.215
8.580,0.235,0.210
8.582,0.150,0.200
8.584,0.155,0.195
8.586,0.080,0.185
8.588,0.080,0.180
8.590,0.120,0.175
8.592,0.200,0.170
8.594,0.225,0.170
8.596,0.240,0.160
8.598,0.220,0.155
8.600,0.235,0.145
8.602,0.090,0.130
8.604,0.005,0.120
8.606,-0.055,0.105
8.608,-0.020,0.090
8.610,0.035,0.075
8.612,0.060,0.065
8.614,0.125,0.050
8.616,0.180,0.040
8.618,0.180,0.035
8.620,0.060,0.025
8.622,0.020,0.020
8.624,-0.055,0.015
8.626,-0.150,0.010
8.628,-0.110,0.005
8.630,-0.040,0.005
8.632,-0.005,0.000
8.634,0.045,0.000
8.636,0.125,0.000
8.638,0.090,-0.005
8.640,0.065,-0.010
8.642,-0.050,-0.010
8.644,-0.085,-0.015
8.646,-0.150,-0.015
8.648,-0.125,-0.015
8.650,-0.085,-0.015
8.652,0.000,-0.015
8.654,0.040,-0.015
8.656,0.115,-0.015
8.658,0.075,-0.020
8.660,0.015,-0.025
8.662,-0.060,-0.030
8.664,-0.185,-0.040
8.666,-0.250,-0.055
8.668,-0.165,-0.065
8.670,-0.110,-0.070
8.672,0.005,-0.075
8.674,-0.005,-0.070
8.676,0.040,-0.065
8.678,0.020,-0.050
8.680,0.010,-0.040
8.682,0.000,-0.025
8.684,-0.080,-0.015
8.686,-0.180,-0.010
8.688,-0.145,-0.005
8.690,-0.090,-0.010
8.692,-0.020,-0.020
8.694,0.015,-0.025
8.696,0.135,-0.035
8.698,0.050,-0.045
8.700,-0.055,-0.055
8.702,-0.070,-0.055
8.704,-0.100,-0.060
8.706,-0.200,-0.060
8.708,-0.165,-0.055
8.710,-0.085,-0.055
8.712,0.000,-0.050
8.714,0.000,-0.050
8.716,0.075,-0.050
8.718,0.030,-0.050
8.720,-0.035,-0.050
8.722,-0.075,-0.050
8.724,-0.120,-0.050
8.726,-0.195,-0.050
8.728,-0.185,-0.055
8.730,-0.080,-0.055
8.732,-0.040,-0.055
8.734,0.005,-0.055
8.736,0.060,-0.055
8.738,0.050,-0.055
8.740,-0.020,-0.050
8.742,-0.110,-0.045
8.744,-0.115,-0.040
8.746,-0.105,-0.035
8.748,-0.155,-0.035
8.750,-0.110,-0.035
8.752,-0.005,-0.035
8.754,-0.015,-0.035
8.756,0.110,-0.040
8.758,0.115,-0.040
8.760,-0.020,-0.040
8.762,-0.100,-0.040
8.764,-0.130,-0.040
8.766,-0.185,-0.035
8.768,-0.125,-0.030
8.770,-0.065,-0.030
8.772,0.005,-0.025
8.774,0.070,-0.025
8.776,0.120,-0.030
8.778,0.070,-0.030
8.780,-0.025,-0.035
8.782,-0.065,-0.040
8.784,-0.185,-0.040
8.786,-0.190,-0.045
8.788,-0.150,-0.045
8.790,-0.040,-0.040
8.792,0.020,-0.035
8.794,0.070,-0.030
8.796,0.100,-0.025
8.798,0.045,-0.015
8.800,-0.040,-0.010
8.802,-0.060,-0.010
8.804,-0.095,-0.005
8.806,-0.140,-0.010
8.808,-0.125,-0.010
8.810,-0.010,-0.015
8.812,0.025,-0.020
8.814,0.045,-0.025
8.816,0.080,-0.030
8.818,0.035,-0.030
8.820,-0.030,-0.035
8.822,-0.095,-0.035
8.824,-0.130,-0.035
8.826,-0.105,-0.035
8.828,-0.125,-0.035
8.830,-0.080,-0.040
8.832,-0.015,-0.045
8.834,0.060,-0.050
8.836,0.085,-0.050
8.838,0.015,-0.050
8.840,-0.020,-0.050
8.842,-0.065,-0.045
8.844,-0.170,-0.040
8.846,-0.150,-0.030
8.848,-0.115,-0.020
8.850,0.015,-0.015
8.852,0.030,-0.010
8.854,0.090,-0.015
8.856,0.095,-0.020
8.858,0.075,-0.025
8.860,-0.070,-0.035
8.862,-0.110,-0.040
8.864,-0.165,-0.045
8.866,-0.160,-0.045
8.868,-0.150,-0.040
8.870,-0.015,-0.035
8.872,0.010,-0.025
8.874,0.105,-0.015
8.876,0.100,-0.010
8.878,0.070,-0.005
8.880,-0.015,-0.005
8.882,-0.060,-0.005
8.884,-0.150,-0.010
8.886,-0.120,-0.020
8.888,-0.070,-0.025
8.890,0.000,-0.030
8.892,-0.050,-0.035
8.894,0.020,-0.040
8.896,0.125,-0.040
8.898,0.040,-0.045
8.900,-0.095,-0.045
8.902,-0.110,-0.050
8.904,-0.190,-0.055
8.906,-0.160,-0.055
8.908,-0.110,-0.060
8.910,-0.025,-0.060
8.912,0.000,-0.055
8.914,0.085,-0.050
8.916,0.025,-0.045
8.918,0.005,-0.040
8.920,-0.030,-0.035
8.922,-0.055,-0.030
8.924,-0.160,-0.030
8.926,-0.145,-0.030
8.928,-0.080,-0.035
8.930,-0.005,-0.035
8.932,0.040,-0.035
8.934,0.085,-0.040
8.936,0.020,-0.040
8.938,0.020,-0.040
8.940,-0.055,-0.040
8.942,-0.150,-0.040
8.944,-0.215,-0.040
8.946,-0.170,-0.040
8.948,-0.090,-0.045
8.950,0.000,-0.050
8.952,0.025,-0.050
8.954,0.095,-0.050
8.956,0.085,-0.050
8.958,0.025,-0.050
8.960,-0.135,-0.045
8.962,-0.125,-0.040
8.964,-0.160,-0.035
8.966,-0.140,-0.030
8.968,-0.100,-0.025
8.970,0.010,-0.025
8.972,0.040,-0.025
8.974,0.115,-0.030
8.976,0.060,-0.035
8.978,0.015,-0.040
8.980,-0.045,-0.045
8.982,-0.095,-0.045
8.984,-0.180,-0.045
8.986,-0.160,-0.040
8.988,-0.105,-0.040
8.990,-0.015,-0.035
8.992,0.035,-0.035
8.994,0.155,-0.035
8.996,0.055,-0.035
8.998,0.005,-0.045
9.000,-0.110,-0.050
9.002,-0.150,-0.060
9.004,-0.170,-0.065
9.006,-0.205,-0.065
9.008,-0.110,-0.065
9.010,0.000,-0.065
9.012,0.035,-0.055
9.014,0.075,-0.050
9.016,0.070,-0.040
9.018,-0.005,-0.035
9.020,-0.060,-0.030
9.022,-0.085,-0.025
9.024,-0.170,-0.025
9.026,-0.150,-0.030
9.028,-0.080,-0.035
9.030,0.045,-0.040
9.032,0.065,-0.045
9.034,0.095,-0.045
9.036,0.000,-0.045
9.038,-0.010,-0.045
9.040,-0.070,-0.040
9.042,-0.115,-0.030
9.044,-0.150,-0.025
9.046,-0.170,-0.020
9.048,-0.035,-0.020
9.050,0.060,-0.015
9.052,0.075,-0.015
9.054,0.085,-0.015
9.056,0.055,-0.015
9.058,-0.015,-0.015
9.060,-0.045,-0.015
9.062,-0.075,-0.015
9.064,-0.150,-0.015
9.066,-0.095,-0.015
9.068,-0.085,-0.010
9.070,0.050,-0.010
9.072,0.105,-0.010
9.074,0.135,-0.010
9.076,0.135,-0.005
9.078,0.000,0.000
9.080,-0.050,0.005
9.082,-0.090,0.010
9.084,-0.125,0.015
9.086,-0.050,0.025
9.088,-0.020,0.025
9.090,0.060,0.025
9.092,0.150,0.025
9.094,0.170,0.020
9.096,0.065,0.010
9.098,-0.005,0.005
9.100,-0.075,-0.005
9.102,-0.100,-0.005
9.104,-0.125,-0.005
9.106,-0.130,-0.005
9.108,-0.010,0.000
9.110,0.095,0.010
9.112,0.110,0.015
9.114,0.120,0.015
9.116,0.060,0.015
9.118,-0.010,0.005
9.120,-0.050,-0.005
9.122,-0.145,-0.015
9.124,-0.180,-0.025
9.126,-0.115,-0.040
